Symbol,Name,IPOyear,Sector,industry,Summary Quote
CKX,"CKX Lands, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ckx
GLV,Clough Global Dividend and Income Fund,2004,n/a,n/a,https://old.nasdaq.com/symbol/glv
GLQ,Clough Global Equity Fund,2005,n/a,n/a,https://old.nasdaq.com/symbol/glq
GLO,Clough Global Opportunities Fund,2006,n/a,n/a,https://old.nasdaq.com/symbol/glo
COHN,Cohen & Company Inc.,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cohn
CIX,CompX International Inc.,1998,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cix
LODE,"Comstock Mining, Inc.",n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lode
CDOR,"Condor Hospitality Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdor
CTO,Consolidated-Tomoka Land Co.,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/cto
MCF,Contango Oil & Gas Company,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mcf
CUO,Continental Materials Corporation,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cuo
CMT,Core Molding Technologies Inc,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/cmt
CRMD,CorMedix Inc.,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/crmd
CRF,"Cornerstone Strategic Return Fund, Inc. (The)",n/a,n/a,n/a,https://old.nasdaq.com/symbol/crf
CLM,"Cornerstone Strategic Value Fund, Inc.",1987,n/a,n/a,https://old.nasdaq.com/symbol/clm
CVU,"CPI Aerostructures, Inc.",n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/cvu
CIK,"Credit Suisse Asset Management Income Fund, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/cik
DHY,Credit Suisse High Yield Bond Fund,1998,n/a,n/a,https://old.nasdaq.com/symbol/dhy
CRHM,CRH Medical Corporation,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/crhm
CTEK,"CynergisTek, Inc.",2017,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ctek
DXR,Daxor Corporation,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/dxr
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",1993,n/a,n/a,https://old.nasdaq.com/symbol/vcf
VFL,Delaware Investments Florida Insured Municipal Income Fund,1993,n/a,n/a,https://old.nasdaq.com/symbol/vfl
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",1993,n/a,n/a,https://old.nasdaq.com/symbol/vmm
DLA,"Delta Apparel, Inc.",n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/dla
DNN,Denison Mine Corp,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/dnn
DSS,"Document Security Systems, Inc.",n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/dss
DPW,"DPW Holdings, Inc.",n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dpw
DXF,Dunxin Financial Holdings Limited,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dxf
GRF,"Eagle Capital Growth Fund, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/grf
EVM,Eaton Vance California Municipal Bond Fund,2002,n/a,n/a,https://old.nasdaq.com/symbol/evm
CEV,Eaton Vance California Municipal Income Trust,1999,n/a,n/a,https://old.nasdaq.com/symbol/cev
EVV,Eaton Vance Limited Duration Income Fund,2003,n/a,n/a,https://old.nasdaq.com/symbol/evv
EIM,Eaton Vance Municipal Bond Fund,2002,n/a,n/a,https://old.nasdaq.com/symbol/eim
ENX,Eaton Vance New York Municipal Bond Fund,2002,n/a,n/a,https://old.nasdaq.com/symbol/enx
EVY,Eaton Vance New York Municipal Income Trust,1999,n/a,n/a,https://old.nasdaq.com/symbol/evy
ELMD,"Electromed, Inc.",2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/elmd
ELLO,Ellomay Capital Ltd.,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ello
ECF,Ellsworth Growth and Income Fund Ltd.,1986,n/a,n/a,https://old.nasdaq.com/symbol/ecf
ECF^A,Ellsworth Growth and Income Fund Ltd.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ecf^a
EMAN,eMagin Corporation,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/eman
MSN,Emerson Radio Corporation,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/msn
EMX,EMX Royalty Corporation,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/emx
UUUU,Energy Fuels Inc,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uuuu
UUUU.WS,Energy Fuels Inc,n/a,n/a,n/a,https://old.nasdaq.com/symbol/uuuu.ws
ENSV,ENSERVCO Corporation,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ensv
ELA,Envela Corporation,n/a,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/ela
EQX,Equinox Gold Corp.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/eqx
ESP,Espey Mfg. & Electronics Corp.,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/esp
EVBN,"Evans Bancorp, Inc.",n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/evbn
EVI,"EVI Industries, Inc.",n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evi
EPM,"Evolution Petroleum Corporation, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epm
FEN,First Trust Energy Income and Growth Fund,2004,n/a,n/a,https://old.nasdaq.com/symbol/fen
BDL,"Flanigan&#39;s Enterprises, Inc.",n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bdl
FSI,Flexible Solutions International Inc.,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/fsi
FTF,Franklin Limited Duration Income Trust,2003,n/a,n/a,https://old.nasdaq.com/symbol/ftf
FSP,Franklin Street Properties Corp.,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fsp
FRD,Friedman Industries Inc.,n/a,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/frd
GGN,"GAMCO Global Gold, Natural Reources & Income Trust ",2005,n/a,n/a,https://old.nasdaq.com/symbol/ggn
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust ",n/a,n/a,n/a,https://old.nasdaq.com/symbol/ggn^b
JOB,GEE Group Inc.,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/job
GMO,"General Moly, Inc",n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gmo
GSB,"GlobalSCAPE, Inc.",n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/gsb
GSAT,"Globalstar, Inc.",2006,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/gsat
GORO,Gold Resource Corporation,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/goro
GSV,Gold Standard Ventures Corporation,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/gsv
AUMN,Golden Minerals Company,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aumn
GSS,"Golden Star Resources, Ltd",n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gss
GV,Goldfield Corporation (The),n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/gv
GDP,Goodrich Petroleum Corporation,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gdp
GTE,Gran Tierra Energy Inc.,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gte
GPL,Great Panther Mining Limited,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gpl
SIM,"Grupo Simec, S.A. de C.V.",1993,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sim
AIM,"Hemispherx BioPharma, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aim
HLM^,Hillman Group Capital Trust,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hlm^
HMG,"HMG/Courtland Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hmg
HUSA,Houston American Energy Corporation,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/husa
HWM^,Howmet Aerospace Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hwm^
IBIO,"iBio, Inc.",n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ibio
IBO,IBO (Listing Market - NYSE Amex Network B F),n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibo
IMH,"Impac Mortgage Holdings, Inc.",1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/imh
IMO,Imperial Oil Limited,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/imo
IOR,"Income Opportunity Realty Investors, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ior
IGC,India Globalization Capital Inc.,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/igc
INDO,Indonesia Energy Corporation Limited,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/indo
INFU,"InfuSystems Holdings, Inc.",n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/infu
IHT,InnSuites Hospitality Trust,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iht
NSPR,InspireMD Inc.,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nspr
NSPR.WS,InspireMD Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nspr.ws
NSPR.WS.B,InspireMD Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nspr.ws.b
INS,Intelligent Systems Corporation,1992,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ins
THM,International Tower Hill Mines Ltd,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/thm
INTT,inTest Corporation,1997,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/intt
INUV,"Inuvo, Inc",n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/inuv
VKI,Invesco Advantage Municipal Income Trust II,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vki
ISR,"IsoRay, Inc.",n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/isr
ISDR,Issuer Direct Corporation,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/isdr
ITP,"IT Tech Packaging, Inc.",n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/itp
KLR,"Kaleyra, Inc.",2018,Technology,EDP Services,https://old.nasdaq.com/symbol/klr
KLR.WS,"Kaleyra, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/klr.ws
KIQ,Kelso Technologies Inc,n/a,Capital Goods,Railroads,https://old.nasdaq.com/symbol/kiq
LGL,"LGL Group, Inc. (The)",n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lgl
LBY,"Libbey, Inc.",1993,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lby
LLEX,"Lilis Energy, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/llex
LCTX,"Lineage Cell Therapeutics, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/lctx
MAG,MAG Silver Corporation,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mag
MHH,"Mastech Digital, Inc",n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/mhh
MTNB,"Matinas Biopharma Holdings, Inc.",2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtnb
MMX,Maverix Metals Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mmx
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ipb
MTA,Metalla Royalty & Streaming Ltd.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mta
MXC,Mexco Energy Corporation,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mxc
MLSS,"Milestone Scientific, Inc.",2015,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/mlss
MYO,Myomo Inc.,2017,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/myo
NNVC,"NanoViricides, Inc.",n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/nnvc
ATEST,NASDAQ TEST STOCK,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest
ATEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.a
ATEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.b
ATEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.c
NHC,National HealthCare Corporation,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/nhc
NAVB,"Navidea Biopharmaceuticals, Inc.",n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/navb
NTIP,"Network-1 Technologies, Inc.",n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/ntip
NBW,Neuberger Berman California Municipal Fund Inc,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbw
NHS,Neuberger Berman High Yield Strategies Fund,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nhs
NML,Neuberger Berman MLP and Energy Income Fund Inc.,2013,n/a,n/a,https://old.nasdaq.com/symbol/nml
NBH,Neuberger Berman Municipal Fund Inc.,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbh
NBO,Neuberger Berman New York Municipal Fund Inc.,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbo
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",2003,n/a,n/a,https://old.nasdaq.com/symbol/nro
GBR,"New Concept Energy, Inc",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/nen
NGD,New Gold Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ngd
NXE,Nexgen Energy Ltd.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nxe
NAK,"Northern Dynasty Minerals, Ltd.",n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nby
NG,Novagold Resources Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/ntn
NES,"Nuverra Environmental Solutions, Inc.",2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nes
OBLG,Oblong Inc.,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/oblg
OCX,OncoCyte Corporation,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/ocx
OGEN,Oragenics Inc.,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ogen
PCG^A,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptn
PZG,Paramount Gold Nevada Corp.,2015,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/pzg
PRK,Park National Corporation,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/prk
PED,Pedevco Corp.,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ped
PFNX,Pfenex Inc.,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pfnx
HNW,Pioneer Diversified High Income Trust,2007,n/a,n/a,https://old.nasdaq.com/symbol/hnw
PLAG,Planet Green Holdings Corp,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/plag
PLG,Platinum Group Metals Ltd.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plg
PLYM^A,"Plymouth Industrial REIT, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/plym^a
PLM,Polymet Mining Corp.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plm
PW,Power REIT,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pw
PW^A,Power REIT,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pw^a
PLX,"Protalix BioTherapeutics, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/plx
RLGT,"Radiant Logistics, Inc.",n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/rlgt
UTG,Reaves Utility Income Fund,2004,n/a,n/a,https://old.nasdaq.com/symbol/utg
RHE,"Regional Health Properties, Inc.",2017,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/rhe
RHE^A,"Regional Health Properties, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/rhe^a
RCG,"RENN Fund, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/rcg
RVP,"Retractable Technologies, Inc.",n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rvp
REI,"Ring Energy, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rif
SACC,Sachem Capital Corp.,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sacc
SACH,Sachem Capital Corp.,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sach
SCCB,Sachem Capital Corp.,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sccb
SNMP,Sanchez Midstream Partners LP,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/snmp
SEB,Seaboard Corporation,1996,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/seb
SENS,"Senseonics Holdings, Inc.",n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sens
SVT,"Servotronics, Inc.",n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/svt
