Symbol,Name,IPOyear,Sector,industry,Summary Quote
KBH,KB Home,1986,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",2006,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr
K,Kellogg Company,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/k
KEM,Kemet Corporation,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/kem
KMPR,Kemper Corporation,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken
KDP,Keurig Dr Pepper Inc.,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kdp
KEY,KeyCorp,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/key
KEY^I,KeyCorp,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^i
KEY^J,KeyCorp,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^j
KEY^K,KeyCorp,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^k
KEYS,Keysight Technologies Inc.,2014,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim
KIM^L,Kimco Realty Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",2011,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi
KFS,"Kingsway Financial Services, Inc.",n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,2013,n/a,n/a,https://old.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",2004,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,2013,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/knop
KN,Knowles Corporation,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,1992,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,2006,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",n/a,n/a,n/a,https://old.nasdaq.com/symbol/kf
KFY,Korn Ferry ,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/kos
KRA,Kraton Corporation,2009,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kra
KR,Kroger Company (The),n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro
KT,KT Corporation,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
LHX,"L3Harris Technologies, Inc.",n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx
LH,Laboratory Corporation of America Holdings,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",2016,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs
LTM,LATAM Airlines Group S.A.,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ltm
LGI,Lazard Global Total Return and Income Fund,2004,n/a,n/a,https://old.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz
LZB,La-Z-Boy Incorporated,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb
LCII,LCI Industries ,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lcii
LEAF,Leaf Group Ltd.,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/leaf
LEA,Lear Corporation,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,2017,Technology,Advertising,https://old.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,2017,n/a,n/a,https://old.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,2014,Finance,Real Estate,https://old.nasdaq.com/symbol/leju
LC,LendingClub Corporation,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lc
LEN,Lennar Corporation,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii
LHC,Leo Holdings Corp.,2018,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/lhc
LHC.U,Leo Holdings Corp.,2018,n/a,n/a,https://old.nasdaq.com/symbol/lhc.u
LHC.WS,Leo Holdings Corp.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lhc.ws
LEVI,Levi Strauss & Co,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi
LXP,Lexington Realty Trust,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",2004,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl
DFNS,LGL Systems Acquisition Corp.,2020,Finance,Business Services,https://old.nasdaq.com/symbol/dfns
DFNS.U,LGL Systems Acquisition Corp.,2020,n/a,n/a,https://old.nasdaq.com/symbol/dfns.u
DFNS.WS,LGL Systems Acquisition Corp.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dfns.ws
USA,Liberty All-Star Equity Fund,1986,n/a,n/a,https://old.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt
LSI,"Life Storage, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",2013,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc
LIN,Linde plc,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin
LNN,Lindsay Corporation,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn
LN,LINE Corporation,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln
LINX,Linx S.A.,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,2016,n/a,n/a,https://old.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
LTHM,Livent Corporation,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm
RAMP,"LiveRamp Holdings, Inc.",2018,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp
LYG,Lloyds Banking Group Plc,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,2004,n/a,n/a,https://old.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt
L,Loews Corporation,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,2017,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma
LPX,Louisiana-Pacific Corporation,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu
LTC,"LTC Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",2007,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,2012,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
LDL,"Lydall, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl
LYB,LyondellBasell Industries NV,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb
MDC,"M.D.C. Holdings, Inc.",n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",1993,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
MAC,Macerich Company (The),1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cli
MFD,Macquarie First Trust Global,2004,n/a,n/a,https://old.nasdaq.com/symbol/mfd
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,2005,n/a,n/a,https://old.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Corporation ,2004,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,2004,n/a,n/a,https://old.nasdaq.com/symbol/mcn
MMP,Magellan Midstream Partners L.P.,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
MGY,Magnolia Oil & Gas Corporation,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
MH^A,"Maiden Holdings, Ltd.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^d
MHLA,"Maiden Holdings, Ltd.",2016,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,2007,n/a,n/a,https://old.nasdaq.com/symbol/main
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,2012,n/a,n/a,https://old.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnk
MANU,Manchester United Ltd.,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn
MAN,ManpowerGroup,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",2013,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),n/a,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs
MPX,Marine Products Corporation,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",1998,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hzo
MKL,Markel Corporation,1986,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl
VAC,Marriott Vacations Worldwide Corporation,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc
MLM,"Martin Marietta Materials, Inc.",1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm
MAS,Masco Corporation,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,2006,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,2012,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp
MAXR,Maxar Technologies Inc.,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/maxr
MMS,"Maximus, Inc.",1997,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl
MEC,"Mayville Engineering Company, Inc.",2019,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec
MBI,"MBIA, Inc.",1987,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi
MKC,"McCormick & Company, Incorporated",n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc.v
MCD,McDonald&#39;s Corporation,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux
MCK,McKesson Corporation,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mdu
MTL,Mechel PAO,2004,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mtl^
MDLA,"Medallia, Inc.",2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla
MPW,"Medical Properties Trust, Inc.",2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,2011,n/a,n/a,https://old.nasdaq.com/symbol/mcc
MCV,Medley Capital Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,2015,n/a,n/a,https://old.nasdaq.com/symbol/mcx
MDLQ,Medley LLC,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md
MDT,Medtronic plc,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt
MFAC,Megalith Financial Acquisition Corp.,2018,Finance,Business Services,https://old.nasdaq.com/symbol/mfac
MFAC.U,Megalith Financial Acquisition Corp.,2018,n/a,n/a,https://old.nasdaq.com/symbol/mfac.u
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfac.ws
MRK,"Merck & Company, Inc.",n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor
MER^K,"Merrill Lynch & Co., Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mer^k
PIY,"Merrill Lynch Depositor, Inc.",n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/piy
MTR,Mesa Royalty Trust,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb
MEI,"Methode Electronics, Inc.",n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",2000,Finance,Life Insurance,https://old.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/met^a
MET^E,"MetLife, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/met^e
MET^F,"MetLife, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/met^f
MCB,Metropolitan Bank Holding Corp.,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb
MTD,"Mettler-Toledo International, Inc.",1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfa^b
MFA^C,"MFA Financial, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfa^c
MFO,"MFA Financial, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfo
MCR,MFS Charter Income Trust,1989,n/a,n/a,https://old.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,1987,n/a,n/a,https://old.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,1988,n/a,n/a,https://old.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,1987,n/a,n/a,https://old.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,1986,n/a,n/a,https://old.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg
MGP,MGM Growth Properties LLC,2016,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp
MGM,MGM Resorts International,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm
MFGP,Micro Focus Intl PLC,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mfgp
MAA,"Mid-America Apartment Communities, Inc.",1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa
MAA^I,"Mid-America Apartment Communities, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/maa^i
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy
MLR,"Miller Industries, Inc.",n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr
HIE,Miller/Howard High Income Equity Fund,2014,n/a,n/a,https://old.nasdaq.com/symbol/hie
MTX,Minerals Technologies Inc.,1992,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx
MG,Mistras Group Inc,2009,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg
MUFG,Mitsubishi UFJ Financial Group Inc,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg
MIXT,MiX Telematics Limited,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt
MODN,"Model N, Inc.",2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod
MC,Moelis & Company,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc
MOGU,MOGU Inc.,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu
MHK,"Mohawk Industries, Inc.",n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,2003,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh
TAP,Molson Coors Beverage Company,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap
TAP.A,Molson Coors Beverage Company,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tap.a
MNR,Monmouth Real Estate Investment Corporation,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr
MNR^C,Monmouth Real Estate Investment Corporation,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mnr^c
MR,Montage Resources Corporation,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr
MCO,Moody&#39;s Corporation,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco
MOG.A,Moog Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.b
